Name,ID,Preferred Address City,Preferred Address State Code
Universitaetsklinikum Ulm,3335,Wroclaw,
UNIVERSITY BLIDA,2872,BLIDA,
University Dermatology,2942,Chicago,Illinois
University Hospital Birmingham NHS foundation Trust (HGS),4235,Bordesley Green East,Birmingham
University Hospital in Krakow,6136,Krakow,
UNIVERSITY HOSPITAL OSTRAVA,2873,OSTRAVA,
University Hospitals Birmingham NHS FT,4239,Birmingham,West Midlands
University Hospitals Bristol NHS Foundation Trust,3790,Bristol,South West England
University Hospitals Coventry and Warwickshire NHS Trust,4061,Coventry,Warwickshire
University Hospitals of Leicester,4083,Leicester,Leicestershire
University Hospitals of North Midlands NHS Trust,4053,Stoke-on-Trent,Staffordshire
University Malaya Medical Centre,5616,"Lembah Pantai, Kuala Lumpur",
University of Alabama at Birmingham,3274,Birmingham,Alabama
University of Arkansas for Medical Sciences,5516,Little Rock,AR
University of Arkansas for Medical Sciences,5517,Little Rock,AR
UNIVERSITY OF BENIN TEACHING HOSPITAL,2874,BENIN CITY,
UNIVERSITY OF BUENOS AIRES,2875,BUENOS AIRES,
University of Buenos Aires,5915,Ciudad Autónoma de Buenos Aires,CIUDAD DE BUENOS AIRES
UNIVERSITY OF CALGARY FACULTY OF MEDICINE,2876,CALGARY,AB
"University of California, San Francisco",6032,Oakland,CA
University of Cincinnati,5515,Cincinnati,OH
University of Cincinnati Cancer Institute,3275,Cincinnati,OH
University of Colorado Cancer Center,4975,Aurora,Colorado
University of Debrecen,4026,Debrecen,
University of Illinois,4977,Urbana,Illinois
University of Illinois Dept of Kinesiology & Community Health,3276,Urbana,IL
University of Kentucky,3277,21402,
University Of Maryland School of Medicine,4243,Baltimore,Maryland
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,2871,KEY BISCAYNE,FL
University of Michigan,5352,,
University of Missouri Dermatology and Skin Surgery Center,3054,Columbia,Missouri
University of Nebraska Medical Center,3278,Omaha,Nebraska
University of Newcastle,5975,New Lambton Heights,New South Wales
University of North Carolina Chapel Hill Orthopaedics,5271,,
University of Pittsburgh,3279,Pittsburgh,Pennsylvania
University of Rochester Medical Center,3280,Rochester,NY
university of Saskatchewan,5669,Saskatoon,SK
University of Sheffield,3773,Sheffield,South Yorkshire
University of South Alabama Mitchell Cancer Center,3281,Mobile,Alabama
University of South Florida,3091,Tampa,FL
University of Sydney,3121,Sydney,NSW
University of Szeged,4037,Szeged,
University of Texas Health Science Center,3282,Mobile,AL
University of the Sunshine Coast Clinical Trials Centre,3453,Sippy Downs,QLD
University of Toledo Medical Center,3576,toledo,
UNIVERSITY OF TORONTO,2878,TORONTO,ON
University of Utah,3283,Salt Lake City,Utah
University of Utah Clinical Trials Office,3090,Salt Lake City,UT
University of Utah Pediatric Critical Care,3284,Salt Lake City,Utah
University of Vermont Medical Center,3285,Burlington,Vermont
University of Virginia,5913,Charlottesville,VA
University of Wisconsin,3286,Ellicott City,21402
UNIVERSITY PARIS XII,2879,SAINT MAUR DES FOSSES,
Uniwersytecki Szpital Kliniczny,5485,Wrocław,AE
"Uniwersyteckie Centrum Kliniczne, SUM Katowice",3826,Lublin,
Uno Medical Trials,4040,Budapest,
UOC Clinical Research,3287,State College,Pa
"Upstate Clinical Research Associates, LLC",2770,Williamsville,NY
Urban Family Practice Associates - Radiant Research,4319,Marietta,Georgia
Urology Clinics of North Texas,3075,Dallas,TX
Urology private practice,5424,Trencin,
US Oncology Research & Clinical Services,3171,The Woodlands,TX
USC Clinical Trial Centre,3150,Sippy Downs,QLD
UT Health Science Center,5356,Houston,TX
UT MDACC,5838,Houston,TX
UT Southwestern Department of Plastic Surgery,4778,,
UT Southwestern Medical Center/Department of Cardiothoracic Surgery (CVTS),3005,Dallas,Texas
Utah Cancer Specialists,2951,Salt Lake City,UT
UTHSCSA,3101,San Antonio,Texas
UVM Health,5892,Colchester,VT
VA Black Hills Research and Education Foundation,3521,Fort Meade,SD
VA Connecticut Research and Education Foundation,3573,West Haven,CT
Vancouver Island Health Authority,2727,Victoria,BC
Vandeventer Place Research Foundation,3566,St. Louis,MO
VBHRC Virginia Catalyst,4246,Richmond,VA
"Vectasearch Clinic, Isle of Wight NHS trust",3982,Newport,Isle of Wight
Veeva Systems,3703,Pleasanton,CA
Velocity Clinical Research,5914,Durham,NC
Velos Informatics Pty Ltd.,4201,,CA
Veneto Institute of Oncology,5716,padova,
"Ventavia Research Group, LLC",3069,Fort Worth,TX
"Verdi Oncology, Inc.",5501,Brentwood,TN
Veritas Research Corp.,5851,Miami,FL
Vertex,3663,Boston,MA
"Veterans Biomedical Research Institute, Inc.",3520,East Orange,NJ
Veterans Education & Research Association of Northern New England,3574,White River Junction,VT
Veterans Education and Research Association of Michigan,3496,Ann Arbor,MI
Veterans Medical Research Foundation of San Diego,3559,San Diego,CA
Veteran's Research and Education Foundation,3544,Oklahoma City,OK
Veteran's Research and Education Foundation,5164,,
Veterans Research Foundation of Pittsburgh,3549,Pittsburgh,PA
Victorian Breast & Oncology Care,4086,East Melbourne,Victoria
Vidant Multispecialty Clinic-Kinston,3433,Kinston,NC
Vilo Research Group Inc,5891,Houston,TX
Viltis Medica,3810,,Lublin
Virginia Cancer Institute,5773,Richmond,VA
Virginia Cancer Specialists,2985,Fairfax,VA
Virginia Commonwealth University,5832,Richmond,VA
Virginia Research Center,2788,Midlothian,VA
VirTrial,5453,Scottsdale,AZ
Virtua Center for Learning,3934,Mount Laurel,New Jersey
"VISTAR, Inc.",3503,Birmingham,AL
Vita Genomics Inc.,3868,New Taipei City,
"Vita Medical Associates, P.C.",5900,Allentown,PA
VitaLink Research,5688,Greenville,SC
VitaLink Research - Anderson,5834,Anderson,SC
VitaLink Research - Columbia,6041,Columbia,SC
VitaLink Research - Gaffney,6042,Gaffney,SC
VitaLink Research - Greenville,6043,Greenville,SC
VitaLink Research - Spartanburg,6044,Spartanburg,SC
VitaLink Research - Union,6045,Union,SC
Vivid Clinical Research,6110,Jacksonville,FL
Volunteer Medical Research,2518,Port Charlotte,FLorida
Voyager Therapeutics,5829,Cambridge,MA
"VRG/New Orleans Center for Clinical Research Tennessee, AMR",4332,Knoxville,Tennessee
VX Pharma (Pty) Ltd,3740,Pretoria,Gauteng
Waikato Hospital,5976,Hamilton,
Wake Research,2610,Chattanooga,TN
Wake Research Associates,4520,,
WakeMed Clinical Research Institute,4793,,
WakeMedClinical Research Institute,2936,Raleigh,NC
Warner Family Practice-Chandler - Radiant Research,4621,Chandler,Arizona
wcg,5812,Cary,NC
"We all work for Allyson, INC",5559,Grove City,OH
"We give you shots, INC",3683,balt,OH
Web Interactive Technologies,3669,Baltimore,MD
Wei Gong Memorial Hospital,3869,Miaoli County,
Weill Cornell Medical College in Qatar,3072,Doha,Qatar
Weill Cornell Medicine,3606,New York,NY
Well Pharma Medical Research,3157,Miami,FL
Wenatchee Valley Hospital & Clinics,4779,Wenatchee,Washington
Wentworth-Douglass Hospital,5850,Dover,NH
West Florissant Internists - Radiant Research,4306,Bridgeton,Missouri
West Michigan Clinical Research Center,2966,Wyoming,MI
West Side Institute for Science and Education,5132,Chicago,Illinois
West Timperley Medical Centre,3901,Manchester,England
West Visayas State University Medical Center,6048,Jaro,Iloilo City
Western Health,5618,St Albans,
Western Institute for Biomedical Research,3556,Salt Lake City,UT
Western New York Urology,2927,Cheektowaga,NY
"Western States Clinical Research, Inc.",3933,Wheat Ridge,CO
Western Sussex Hospitals NHS Foundation Trust,4108,Chichester,West Sussex
Western Washington Medical Group,4231,Everett,WA
Westlake Medical Research,2983,Thousand Oaks,California
Westside Center for Clinical Research,5376,,
Westside Institute for Science and Education,3511,Chicago/Westside,IL
WHC,5447,Ellicott City,MD
White Coats Foundation,5870,Cremorne,Victoria
William Blake Partners,2696,Grapevine,Texas
Wills Eye Hospital,5923,Philadelphia,PA
Wills Eye Hospital Glaucoma Research,5927,Philadelphia,PA
Wilmington Dermatology Center,3744,Wilmington,NC
Wilmington Health,4173,Wilmington,NC
Winelands Medical Research Centre,3627,STELLENBOSCH,WP
Winterberry Family Medicine,5488,stone creek,ON
Wisconsin Center for Advanced Research,2574,Milwaukee,WI
Wisconsin Corporation for Biomedical Research,3539,Milwaukee,WI
WK River Cities Clinical Research Center,3046,Shreveport,Louisiana
Wokingham Medical Centre,4063,Wokingham,Berkshire
"Women Under Study, LLC",5703,New Orleans,LA
Women's and Children's Health Network Inc.,3654,North Adelaide,South Australia
Women's Center of Nevada,4128,Las Vegas,NV
"Women's Clinic of Lincoln, P.C.",3200,Lincoln,NE
Women's Healthcare Research Corp,4469,San Diego,California
Women's Research Center of Redlands,4529,,
Woodland International Research Group,3907,Little Rock,AR
Woodland Research Northwest,3908,Rogers,AR
Wright State University & Premier Health Clinical Trials Research Alliance (CTRA),3094,Dayton,Ohio
"Wrightington, Wigan and Leigh NHS Foundation Trust",3750,Wigan,Greater Manchester
Wu Eye Care - RX Trials Partner Site,4550,Flushing,New York
Yeovil District Hospital,4095,Yeovil,Somerset
YEREVAN STATE MEDICAL UNIVERSITY,2880,YEREVAN,
Yogi Medical Center - RX Trials Partner Site,4552,Jersey City,New Jersey
YONSEI UNIVERSITY,2881,SEOUL,
Yonsei University Health System,4184,Seoul,
Zasa Clinical Research,4351,Boynton Beach,Florida
ZAVE Clinical Research Management Pty Ltd,3425,Melbourne,Victoria
Zentrum fÃ¼r Onkologie und Urologie Rostock,3336,Wroclaw,
"Zeto, Inc.",6056,Santa Clara,CA
"ZTrials, LLC",5070,,
Zucker Hillside Hospital,4643,,
